provinsi,tahun,crime_total,is_outlier,population,population_density,pop_extrapolated,crime_rate_per100k,unemployment_rate
Aceh,2015,8048.0,False,4976861.0,85.9,True,161.7,
Aceh,2016,9646.0,False,5035090.0,86.9,True,191.6,
Aceh,2017,8885.0,False,5094000.0,87.9,True,174.4,
Aceh,2018,8758.0,False,5153600.0,88.9,True,169.9,
Aceh,2019,7483.0,False,5213897.0,89.9,True,143.5,
Aceh,2020,7745.0,False,5274900.0,91.0,False,146.8,
Aceh,2021,6651.0,False,5333700.0,92.0,False,124.7,
Aceh,2022,10137.0,False,5407900.0,95.0,False,187.4,
Aceh,2023,12420.0,False,5482500.0,96.0,False,226.5,
Aceh,2024,11934.0,False,5554800.0,98.0,False,214.8,5.654999999999999
Bali,2015,5032.0,False,4073461.0,704.8,True,123.5,
Bali,2016,4764.0,False,4121120.0,713.0,True,115.6,
Bali,2017,3589.0,False,4169337.0,721.4,True,86.1,
Bali,2018,3212.0,False,4218119.0,729.8,True,76.1,
Bali,2019,3047.0,False,4267471.0,738.4,True,71.4,
Bali,2020,2597.0,False,4317400.0,747.0,False,60.2,
Bali,2021,2404.0,False,4362700.0,755.0,False,55.1,
Bali,2022,6304.0,False,4415100.0,790.0,False,142.8,
Bali,2023,11916.0,False,4404300.0,788.0,False,270.6,
Bali,2024,13848.0,False,4433300.0,793.0,False,312.4,1.83
Banten,2015,5002.0,False,11231973.0,1162.4,True,44.5,
Banten,2016,4570.0,False,11363387.0,1176.0,True,40.2,
Banten,2017,3692.0,False,11496339.0,1189.7,True,32.1,
Banten,2018,3490.0,False,11630846.0,1203.7,True,30.0,
Banten,2019,3287.0,False,11766927.0,1217.8,True,27.9,
Banten,2020,4250.0,False,11904600.0,1232.0,False,35.7,
Banten,2021,3434.0,False,12061500.0,1248.0,False,28.5,
Banten,2022,5038.0,False,12252000.0,1310.0,False,41.1,
Banten,2023,7392.0,False,12307700.0,1316.0,False,60.1,
Banten,2024,6868.0,False,12431400.0,1329.0,False,55.2,6.85
Bengkulu,2015,4463.0,False,1897093.0,95.3,True,235.3,
Bengkulu,2016,3345.0,True,1919289.0,96.4,True,174.3,
Bengkulu,2017,4867.0,False,1941744.0,97.5,True,250.7,
Bengkulu,2018,3389.0,False,1964463.0,98.7,True,172.5,
Bengkulu,2019,3453.0,False,1987447.0,99.8,True,173.7,
Bengkulu,2020,3333.0,False,2010700.0,101.0,False,165.8,
Bengkulu,2021,3493.0,False,2032900.0,102.0,False,171.8,
Bengkulu,2022,3613.0,False,2060100.0,102.0,False,175.4,
Bengkulu,2023,5579.0,False,2086000.0,104.0,False,267.4,
Bengkulu,2024,5323.0,False,2112200.0,105.0,False,252.0,3.14
DI Yogyakarta,2015,9692.0,False,3461413.0,1104.8,True,280.0,
DI Yogyakarta,2016,8348.0,False,3501912.0,1117.8,True,238.4,
DI Yogyakarta,2017,7251.0,False,3542884.0,1130.8,True,204.7,
DI Yogyakarta,2018,6731.0,False,3584336.0,1144.1,True,187.8,
DI Yogyakarta,2019,6650.0,False,3626273.0,1157.5,True,183.4,
DI Yogyakarta,2020,7721.0,False,3668700.0,1171.0,False,210.5,
DI Yogyakarta,2021,4774.0,False,3712900.0,1185.0,False,128.6,
DI Yogyakarta,2022,10591.0,False,3761900.0,1186.0,False,281.5,
DI Yogyakarta,2023,12061.0,False,3736500.0,1178.0,False,322.8,
DI Yogyakarta,2024,11659.0,False,3759500.0,1186.0,False,310.1,3.3600000000000003
DKI Jakarta,2015,44461.0,False,9965326.0,15008.2,True,446.2,
DKI Jakarta,2016,43842.0,False,10081921.0,15183.8,True,434.9,
DKI Jakarta,2017,34767.0,False,10199879.0,15361.5,True,340.9,
DKI Jakarta,2018,34655.0,False,10319218.0,15541.2,True,335.8,
DKI Jakarta,2019,31934.0,False,10439953.0,15723.0,True,305.9,
DKI Jakarta,2020,26585.0,False,10562100.0,15907.0,False,251.7,
DKI Jakarta,2021,29103.0,False,10609700.0,15978.0,False,274.3,
DKI Jakarta,2022,32602.0,False,10680000.0,16158.0,False,305.3,
DKI Jakarta,2023,87426.0,False,10672100.0,16146.0,False,819.2,
DKI Jakarta,2024,77261.0,False,10684900.0,16165.0,False,723.1,6.12
Gorontalo,2015,3372.0,False,1105497.0,98.1,True,305.0,
Gorontalo,2016,3763.0,False,1118432.0,99.3,True,336.5,
Gorontalo,2017,3099.0,False,1131517.0,100.4,True,273.9,
Gorontalo,2018,2836.0,False,1144756.0,101.6,True,247.7,
Gorontalo,2019,2367.0,False,1158150.0,102.8,True,204.4,
Gorontalo,2020,2518.0,False,1171700.0,104.0,False,214.9,
Gorontalo,2021,2445.0,False,1181000.0,105.0,False,207.0,
Gorontalo,2022,2488.0,False,1192700.0,99.0,False,208.6,
Gorontalo,2023,3574.0,False,1213200.0,101.0,False,294.6,
Gorontalo,2024,3317.0,False,1227800.0,102.0,False,270.2,3.09
Jambi,2015,10564.0,False,3347722.0,67.0,True,315.6,
Jambi,2016,5904.0,False,3386890.0,67.8,True,174.3,
Jambi,2017,9531.0,False,3426517.0,68.6,True,278.2,
Jambi,2018,6313.0,False,3466607.0,69.4,True,182.1,
Jambi,2019,6848.0,False,3507166.0,70.2,True,195.3,
Jambi,2020,4709.0,False,3548200.0,71.0,False,132.7,
Jambi,2021,3701.0,False,3585100.0,72.0,False,103.2,
Jambi,2022,5359.0,False,3631100.0,74.0,False,147.6,
Jambi,2023,7432.0,False,3679200.0,75.0,False,202.0,
Jambi,2024,7592.0,False,3724300.0,76.0,False,203.9,4.465
Jawa Barat,2015,27805.0,False,45546639.0,1287.9,True,61.0,
Jawa Barat,2016,29351.0,False,46079535.0,1302.9,True,63.7,
Jawa Barat,2017,25183.0,False,46618665.0,1318.2,True,54.0,
Jawa Barat,2018,16209.0,False,47164104.0,1333.6,True,34.4,
Jawa Barat,2019,13145.0,False,47715924.0,1349.2,True,27.5,
Jawa Barat,2020,11256.0,False,48274200.0,1365.0,False,23.3,
Jawa Barat,2021,7502.0,False,48782400.0,1379.0,False,15.4,
Jawa Barat,2022,29485.0,False,49405800.0,1334.0,False,59.7,
Jawa Barat,2023,45694.0,False,49860300.0,1346.0,False,91.6,
Jawa Barat,2024,37636.0,False,50345200.0,1359.0,False,74.8,6.83
Jawa Tengah,2015,15958.0,False,34452794.0,1050.1,True,46.3,
Jawa Tengah,2016,14353.0,False,34855892.0,1062.4,True,41.2,
Jawa Tengah,2017,12033.0,False,35263706.0,1074.8,True,34.1,
Jawa Tengah,2018,9127.0,False,35676291.0,1087.4,True,25.6,
Jawa Tengah,2019,10317.0,False,36093704.0,1100.1,True,28.6,
Jawa Tengah,2020,10712.0,False,36516000.0,1113.0,False,29.3,
Jawa Tengah,2021,8909.0,False,36742500.0,1120.0,False,24.2,
Jawa Tengah,2022,30060.0,False,37032400.0,1078.0,False,81.2,
Jawa Tengah,2023,42304.0,False,37541000.0,1093.0,False,112.7,
Jawa Tengah,2024,41460.0,False,37892300.0,1104.0,False,109.4,4.585
Jawa Timur,2015,27394.0,False,38368030.0,802.9,True,71.4,
Jawa Timur,2016,5437.0,False,38816936.0,812.3,True,14.0,
Jawa Timur,2017,28902.0,False,39271094.0,821.8,True,73.6,
Jawa Timur,2018,26295.0,False,39730566.0,831.4,True,66.2,
Jawa Timur,2019,26985.0,False,40195414.0,841.2,True,67.1,
Jawa Timur,2020,17642.0,False,40665700.0,851.0,False,43.4,
Jawa Timur,2021,19257.0,False,40878800.0,855.0,False,47.1,
Jawa Timur,2022,51905.0,False,41150000.0,857.0,False,126.1,
Jawa Timur,2023,66741.0,False,41527900.0,865.0,False,160.7,
Jawa Timur,2024,60102.0,False,41814500.0,870.0,False,143.7,3.965
Kalimantan Barat,2015,6669.0,False,5108479.0,34.9,True,130.5,
Kalimantan Barat,2016,7311.0,False,5168248.0,35.3,True,141.5,
Kalimantan Barat,2017,6020.0,False,5228716.0,35.7,True,115.1,
Kalimantan Barat,2018,5814.0,False,5289892.0,36.1,True,109.9,
Kalimantan Barat,2019,4721.0,False,5351784.0,36.6,True,88.2,
Kalimantan Barat,2020,3858.0,False,5414400.0,37.0,False,71.3,
Kalimantan Barat,2021,4048.0,False,5470800.0,37.0,False,74.0,
Kalimantan Barat,2022,3975.0,False,5541400.0,38.0,False,71.7,
Kalimantan Barat,2023,6028.0,False,5623300.0,38.0,False,107.2,
Kalimantan Barat,2024,6246.0,False,5695500.0,39.0,False,109.7,4.53
Kalimantan Selatan,2015,6809.0,False,3843436.0,99.1,True,177.2,
Kalimantan Selatan,2016,3712.0,False,3888404.0,100.2,True,95.5,
Kalimantan Selatan,2017,6578.0,False,3933898.0,101.4,True,167.2,
Kalimantan Selatan,2018,2667.0,False,3979925.0,102.6,True,67.0,
Kalimantan Selatan,2019,5375.0,False,4026490.0,103.8,True,133.5,
Kalimantan Selatan,2020,5206.0,False,4073600.0,105.0,False,127.8,
Kalimantan Selatan,2021,4973.0,False,4122600.0,106.0,False,120.6,
Kalimantan Selatan,2022,5016.0,False,4182100.0,113.0,False,119.9,
Kalimantan Selatan,2023,6375.0,False,4222300.0,114.0,False,151.0,
Kalimantan Selatan,2024,5952.0,False,4273400.0,115.0,False,139.3,4.045
Kalimantan Tengah,2015,2681.0,False,2519141.0,16.0,True,106.4,
Kalimantan Tengah,2016,7211.0,False,2548615.0,16.2,True,282.9,
Kalimantan Tengah,2017,2699.0,False,2578434.0,16.4,True,104.7,
Kalimantan Tengah,2018,5699.0,False,2608602.0,16.6,True,218.5,
Kalimantan Tengah,2019,2444.0,False,2639122.0,16.8,True,92.6,
Kalimantan Tengah,2020,2629.0,False,2670000.0,17.0,False,98.5,
Kalimantan Tengah,2021,2399.0,False,2702200.0,18.0,False,88.8,
Kalimantan Tengah,2022,3189.0,False,2741100.0,18.0,False,116.3,
Kalimantan Tengah,2023,4420.0,False,2773700.0,18.0,False,159.4,
Kalimantan Tengah,2024,4897.0,False,2809700.0,18.0,False,174.3,3.84
Kalimantan Timur,2015,8764.0,False,3553216.0,27.4,True,246.6,
Kalimantan Timur,2016,8896.0,False,3594788.0,27.7,True,247.5,
Kalimantan Timur,2017,9149.0,False,3636847.0,28.0,True,251.6,
Kalimantan Timur,2018,6287.0,False,3679398.0,28.3,True,170.9,
Kalimantan Timur,2019,4417.0,False,3722447.0,28.7,True,118.7,
Kalimantan Timur,2020,3609.0,False,3766000.0,29.0,False,95.8,
Kalimantan Timur,2021,4564.0,False,3808200.0,30.0,False,119.8,
Kalimantan Timur,2022,4221.0,False,3859800.0,30.0,False,109.4,
Kalimantan Timur,2023,6762.0,False,3909700.0,31.0,False,173.0,
Kalimantan Timur,2024,7158.0,False,4045900.0,32.0,False,176.9,5.445
Kalimantan Utara,2019,876.0,False,693684.0,8.9,True,126.3,
Kalimantan Utara,2020,1015.0,False,701800.0,9.0,False,144.6,
Kalimantan Utara,2021,971.0,False,713600.0,9.0,False,136.1,
Kalimantan Utara,2022,1280.0,False,727800.0,10.0,False,175.9,
Kalimantan Utara,2023,1701.0,False,730000.0,10.0,False,233.0,
Kalimantan Utara,2024,1593.0,False,739800.0,11.0,False,215.3,3.955
Kepulauan Bangka Belitung,2015,1875.0,False,1373451.0,84.0,True,136.5,
Kepulauan Bangka Belitung,2016,2094.0,False,1389520.0,85.0,True,150.7,
Kepulauan Bangka Belitung,2017,1931.0,False,1405778.0,85.9,True,137.4,
Kepulauan Bangka Belitung,2018,2048.0,False,1422225.0,87.0,True,144.0,
Kepulauan Bangka Belitung,2019,1953.0,False,1438865.0,88.0,True,135.7,
Kepulauan Bangka Belitung,2020,1931.0,False,1455700.0,89.0,False,132.7,
Kepulauan Bangka Belitung,2021,1566.0,False,1473200.0,90.0,False,106.3,
Kepulauan Bangka Belitung,2022,2072.0,False,1494600.0,90.0,False,138.6,
Kepulauan Bangka Belitung,2023,2211.0,False,1511900.0,91.0,False,146.2,
Kepulauan Bangka Belitung,2024,2645.0,False,1531500.0,92.0,False,172.7,4.24
Kepulauan Riau,2015,4892.0,False,1947947.0,237.8,True,251.1,
Kepulauan Riau,2016,4885.0,False,1970738.0,240.5,True,247.9,
Kepulauan Riau,2017,3673.0,False,1993796.0,243.4,True,184.2,
Kepulauan Riau,2018,3409.0,False,2017123.0,246.2,True,169.0,
Kepulauan Riau,2019,3159.0,False,2040724.0,249.1,True,154.8,
Kepulauan Riau,2020,2843.0,False,2064600.0,252.0,False,137.7,
Kepulauan Riau,2021,2481.0,False,2118200.0,258.0,False,117.1,
Kepulauan Riau,2022,3358.0,False,2179800.0,264.0,False,154.1,
Kepulauan Riau,2023,5074.0,False,2152600.0,260.0,False,235.7,
Kepulauan Riau,2024,5294.0,False,2183300.0,264.0,False,242.5,
Lampung,2015,9218.0,False,8498846.0,245.3,True,108.5,
Lampung,2016,10485.0,False,8598283.0,248.2,True,121.9,
Lampung,2017,11089.0,False,8698883.0,251.1,True,127.5,
Lampung,2018,8963.0,False,8800660.0,254.0,True,101.8,
Lampung,2019,8534.0,False,8903628.0,257.0,True,95.8,
Lampung,2020,7594.0,False,9007800.0,260.0,False,84.3,
Lampung,2021,9764.0,False,9081800.0,262.0,False,107.5,
Lampung,2022,11022.0,False,9176600.0,273.0,False,120.1,
Lampung,2023,16608.0,False,9314000.0,277.0,False,178.3,
Lampung,2024,16249.0,False,9419600.0,281.0,False,172.5,4.155
Maluku,2015,1873.0,False,1744435.0,36.8,True,107.4,
Maluku,2016,2559.0,False,1764844.0,37.2,True,145.0,
Maluku,2017,3086.0,False,1785493.0,37.7,True,172.8,
Maluku,2018,2751.0,False,1806383.0,38.1,True,152.3,
Maluku,2019,3495.0,False,1827518.0,38.5,True,191.2,
Maluku,2020,5350.0,False,1848900.0,39.0,False,289.4,
Maluku,2021,3139.0,False,1862600.0,40.0,False,168.5,
Maluku,2022,2383.0,False,1881700.0,41.0,False,126.6,
Maluku,2023,4741.0,False,1920500.0,42.0,False,246.9,
Maluku,2024,4512.0,False,1945600.0,42.0,False,231.9,6.035
Maluku Utara,2015,814.0,False,1204417.0,38.0,True,67.58,
Maluku Utara,2016,1096.0,False,1219720.0,38.0,True,89.86,
Maluku Utara,2017,789.0,False,1235217.0,39.0,True,63.88,
Maluku Utara,2020,850.0,False,1282900.0,40.0,False,66.26,
Maluku Utara,2021,1008.0,False,1299200.0,41.0,False,77.59,
Maluku Utara,2022,1220.0,False,1319300.0,40.0,False,92.47,
Maluku Utara,2023,2334.0,False,1337100.0,41.0,False,174.56,
Maluku Utara,2024,2146.0,False,1355600.0,41.0,False,158.31,4.095000000000001
Nusa Tenggara Barat,2015,6015.0,False,5019507.0,269.8,True,119.8,
Nusa Tenggara Barat,2016,7779.0,False,5078235.0,273.0,True,153.2,
Nusa Tenggara Barat,2017,8132.0,False,5137650.0,276.2,True,158.3,
Nusa Tenggara Barat,2018,6451.0,False,5197761.0,279.4,True,124.1,
Nusa Tenggara Barat,2019,8185.0,False,5258575.0,282.7,True,155.7,
Nusa Tenggara Barat,2020,8591.0,False,5320100.0,286.0,False,161.5,
Nusa Tenggara Barat,2021,6296.0,False,5390000.0,290.0,False,116.8,
Nusa Tenggara Barat,2022,5296.0,False,5473700.0,278.0,False,96.8,
Nusa Tenggara Barat,2023,7550.0,False,5560300.0,283.0,False,135.8,
Nusa Tenggara Barat,2024,7546.0,False,5646000.0,287.0,False,133.7,3.015
Nusa Tenggara Timur,2015,6709.0,False,5024696.0,102.8,True,133.5,
Nusa Tenggara Timur,2016,8713.0,False,5083485.0,104.0,True,171.4,
Nusa Tenggara Timur,2017,6729.0,False,5142962.0,105.3,True,130.8,
Nusa Tenggara Timur,2018,6257.0,False,5203134.0,106.5,True,120.3,
Nusa Tenggara Timur,2019,5865.0,False,5264011.0,107.7,True,111.4,
Nusa Tenggara Timur,2020,4790.0,False,5325600.0,109.0,False,89.9,
Nusa Tenggara Timur,2021,4909.0,False,5387700.0,111.0,False,91.1,
Nusa Tenggara Timur,2022,5991.0,False,5466300.0,118.0,False,109.6,
Nusa Tenggara Timur,2023,12692.0,False,5569100.0,120.0,False,227.9,
Nusa Tenggara Timur,2024,13007.0,False,5656000.0,122.0,False,230.0,3.095
Papua,2015,7194.0,False,4054260.0,12.0,True,177.44,
Papua,2016,8103.0,False,4102964.0,12.0,True,197.49,
Papua,2017,6785.0,False,4152253.0,13.0,True,163.41,
Papua,2018,7311.0,False,4202134.0,13.0,True,173.98,
Papua,2019,6994.0,False,4252614.0,13.0,True,164.46,
Papua,2020,6962.0,False,4303700.0,13.0,False,161.77,
Papua,2021,6236.0,False,4355400.0,14.0,False,143.18,
Papua,2022,7584.0,False,4418600.0,14.0,False,171.64,
Papua,2023,14074.0,False,4482700.0,14.0,True,313.96,
Papua,2024,13922.0,False,4542600.0,14.0,True,306.48,2.62
Papua Barat,2015,1356.0,False,1027109.0,10.0,True,132.02,
Papua Barat,2016,3123.0,False,1047667.0,10.0,True,298.09,
Papua Barat,2017,2284.0,False,1068637.0,10.0,True,213.73,
Papua Barat,2018,3475.0,False,1090027.0,11.0,True,318.8,
Papua Barat,2019,2972.0,False,1111845.0,11.0,True,267.3,
Papua Barat,2020,3162.0,False,1134100.0,11.0,False,278.81,
Papua Barat,2021,2784.0,False,1156800.0,11.0,False,240.66,
Papua Barat,2022,4083.0,False,1183300.0,12.0,False,345.05,
Papua Barat,2023,6410.0,False,1187300.0,12.0,False,539.88,
Papua Barat,2024,6085.0,False,1205800.0,11.0,True,504.64,6.25
Riau,2015,9595.0,False,6032824.0,68.9,True,159.0,
Riau,2016,8520.0,False,6103408.0,69.7,True,139.6,
Riau,2017,6869.0,False,6174818.0,70.5,True,111.2,
Riau,2018,7246.0,False,6247064.0,71.3,True,116.0,
Riau,2019,6570.0,False,6320154.0,72.2,True,104.0,
Riau,2020,8194.0,False,6394100.0,73.0,False,128.1,
Riau,2021,7512.0,False,6493600.0,75.0,False,115.7,
Riau,2022,12389.0,False,6614400.0,74.0,False,187.3,
Riau,2023,15777.0,False,6642900.0,74.0,False,237.5,
Riau,2024,17799.0,False,6728100.0,75.0,False,264.5,3.775
Sulawesi Barat,2018,1817.0,False,1386565.0,83.0,True,131.0,
Sulawesi Barat,2019,1863.0,False,1402787.0,84.0,True,132.8,
Sulawesi Barat,2020,1704.0,False,1419200.0,85.0,False,120.1,
Sulawesi Barat,2021,1500.0,False,1436800.0,86.0,False,104.4,
Sulawesi Barat,2022,2027.0,False,1458600.0,88.0,False,139.0,
Sulawesi Barat,2023,2679.0,False,1481100.0,89.0,False,180.9,
Sulawesi Barat,2024,2882.0,False,1503200.0,91.0,False,191.7,2.85
Sulawesi Selatan,2015,16088.0,False,8560834.0,183.0,True,187.9,
Sulawesi Selatan,2016,15071.0,False,8660996.0,185.2,True,174.0,
Sulawesi Selatan,2017,21616.0,False,8762330.0,187.3,True,246.7,
Sulawesi Selatan,2018,21498.0,False,8864849.0,189.5,True,242.5,
Sulawesi Selatan,2019,16008.0,False,8968568.0,191.8,True,178.5,
Sulawesi Selatan,2020,12815.0,False,9073500.0,194.0,False,141.2,
Sulawesi Selatan,2021,14636.0,False,9139500.0,196.0,False,160.1,
Sulawesi Selatan,2022,28679.0,False,9225800.0,204.0,False,310.9,
Sulawesi Selatan,2023,41196.0,False,9362300.0,207.0,False,440.0,
Sulawesi Selatan,2024,39443.0,False,9463400.0,209.0,False,416.8,4.545
Sulawesi Tengah,2015,8988.0,False,2817004.0,45.3,True,319.1,
Sulawesi Tengah,2016,9602.0,False,2849963.0,45.8,True,336.9,
Sulawesi Tengah,2017,10240.0,False,2883307.0,46.4,True,355.1,
Sulawesi Tengah,2018,9379.0,False,2917042.0,46.9,True,321.5,
Sulawesi Tengah,2019,6265.0,False,2951171.0,47.4,True,212.3,
Sulawesi Tengah,2020,5454.0,False,2985700.0,48.0,False,182.7,
Sulawesi Tengah,2021,5139.0,False,3021900.0,49.0,False,170.1,
Sulawesi Tengah,2022,5453.0,False,3066100.0,50.0,False,177.8,
Sulawesi Tengah,2023,8944.0,False,3086800.0,50.0,False,289.7,
Sulawesi Tengah,2024,9623.0,False,3121800.0,51.0,False,308.3,3.045
Sulawesi Tenggara,2015,3655.0,False,2476589.0,65.1,True,147.6,
Sulawesi Tenggara,2016,3756.0,False,2505566.0,65.9,True,149.9,
Sulawesi Tenggara,2017,2866.0,False,2534881.0,66.6,True,113.1,
Sulawesi Tenggara,2018,1263.0,False,2564539.0,67.4,True,49.2,
Sulawesi Tenggara,2019,1213.0,False,2594544.0,68.2,True,46.8,
Sulawesi Tenggara,2020,2148.0,False,2624900.0,69.0,False,81.8,
Sulawesi Tenggara,2021,2431.0,False,2659200.0,70.0,False,91.4,
Sulawesi Tenggara,2022,3828.0,False,2701700.0,75.0,False,141.7,
Sulawesi Tenggara,2023,6276.0,False,2749000.0,76.0,False,228.3,
Sulawesi Tenggara,2024,5939.0,False,2793100.0,77.0,False,212.6,3.155
Sulawesi Utara,2015,7837.0,False,2473759.0,178.3,True,316.8,
Sulawesi Utara,2016,9923.0,False,2502702.0,180.4,True,396.5,
Sulawesi Utara,2017,7981.0,False,2531984.0,182.5,True,315.2,
Sulawesi Utara,2018,10247.0,False,2561608.0,184.7,True,400.0,
Sulawesi Utara,2019,7425.0,False,2591579.0,186.8,True,286.5,
Sulawesi Utara,2020,6274.0,False,2621900.0,189.0,False,239.3,
Sulawesi Utara,2021,6215.0,False,2638600.0,190.0,False,235.5,
Sulawesi Utara,2022,9618.0,False,2659500.0,183.0,False,361.6,
Sulawesi Utara,2023,14265.0,False,2681500.0,185.0,False,532.0,
Sulawesi Utara,2024,13078.0,False,2701800.0,186.0,False,484.0,5.915
Sumatera Barat,2015,16277.0,False,5221793.0,124.5,True,311.7,
Sumatera Barat,2016,14921.0,False,5282888.0,126.0,True,282.4,
Sumatera Barat,2017,13205.0,False,5344698.0,127.5,True,247.1,
Sumatera Barat,2018,12953.0,False,5407231.0,129.0,True,239.5,
Sumatera Barat,2019,11064.0,False,5470495.0,130.5,True,202.2,
Sumatera Barat,2020,7992.0,False,5534500.0,132.0,False,144.4,
Sumatera Barat,2021,5666.0,False,5580200.0,133.0,False,101.5,
Sumatera Barat,2022,7691.0,False,5640600.0,134.0,False,136.4,
Sumatera Barat,2023,12722.0,False,5757200.0,137.0,False,221.0,
Sumatera Barat,2024,13099.0,False,5836200.0,139.0,False,224.4,5.77
Sumatera Selatan,2015,20575.0,False,7988980.0,86.8,True,257.5,
Sumatera Selatan,2016,9124.0,False,8082451.0,87.8,True,112.9,
Sumatera Selatan,2017,15728.0,False,8177016.0,88.8,True,192.3,
Sumatera Selatan,2018,13558.0,False,8272687.0,89.9,True,163.9,
Sumatera Selatan,2019,12861.0,False,8369477.0,90.9,True,153.7,
Sumatera Selatan,2020,12189.0,False,8467400.0,92.0,False,144.0,
Sumatera Selatan,2021,13037.0,False,8550900.0,93.0,False,152.5,
Sumatera Selatan,2022,11453.0,False,8657000.0,100.0,False,132.3,
Sumatera Selatan,2023,21335.0,False,8743500.0,101.0,False,244.0,
Sumatera Selatan,2024,25154.0,False,8837300.0,102.0,False,284.6,3.915
Sumatera Utara,2015,35248.0,False,13963213.0,191.5,True,252.4,
Sumatera Utara,2016,37102.0,False,14126582.0,193.8,True,262.6,
Sumatera Utara,2017,39867.0,False,14291863.0,196.0,True,278.9,
Sumatera Utara,2018,32922.0,False,14459078.0,198.3,True,227.7,
Sumatera Utara,2019,30831.0,False,14628249.0,200.7,True,210.8,
Sumatera Utara,2020,32990.0,False,14799400.0,203.0,False,222.9,
Sumatera Utara,2021,36534.0,False,14936200.0,205.0,False,244.6,
Sumatera Utara,2022,43555.0,False,15115200.0,209.0,False,288.2,
Sumatera Utara,2023,62278.0,False,15386600.0,212.0,False,404.8,
Sumatera Utara,2024,60724.0,False,15588500.0,215.0,False,389.5,5.35
